ID,Name,City,Country,IATA,Lat,Long
5595,Karlstad Airport,Karlstad,Sweden,KSD,59.444698333699996,13.337400436400001
5596,Torsby Airport,Torsby,Sweden,TYF,60.1576004028,12.991299629199998
5597,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,56.29610061645508,12.847100257873535
5598,Storuman Airport,Mohed,Sweden,SQO,64.96089935302734,17.69659996032715
5599,Hemavan Airport,Hemavan,Sweden,HMV,65.80609893798828,15.082799911499025
5602,Ventspils International Airport,Ventspils,Latvia,VNT,57.35779953,21.5442008972
5603,Rand Airport,Johannesburg,South Africa,QRA,-26.2425003052,28.151199340799998
5604,Kruger Mpumalanga International Airport,Mpumalanga,South Africa,MQP,-25.383199691799998,31.105600357100002
5605,Malamala Airport,Malamala,South Africa,AAM,-24.818099975585934,31.54459953308105
5606,Mmabatho International Airport,Mafeking,South Africa,MBD,-25.798400878900004,25.548000335700003
5607,Ghanzi Airport,Ghanzi,Botswana,GNZ,-21.6924991607666,21.658100128173828
5608,Orapa Airport,Orapa,Botswana,ORP,-21.266701,25.3167
5609,Shakawe Airport,Shakawe,Botswana,SWX,-18.373899459838867,21.832599639892575
5610,Limpopo Valley Airport,Tuli Lodge,Botswana,TLD,-22.189199447600004,29.1268997192
5611,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),DIS,-4.20635,12.6599
5612,Chipata Airport,Chipata,Zambia,CIP,-13.558300018310547,32.58720016479492
5613,Los Alamitos Army Air Field,Solwesi,Zambia,\N,33.79000092,-118.052002
5614,Iconi Airport,Moroni,Comoros,YVA,-11.710800170899999,43.2439002991
5615,Antsalova Airport,Antsalova,Madagascar,WAQ,-18.701273,44.614921
5616,Ankavandra Airport,Ankavandra,Madagascar,JVA,-18.80501,45.273467
5617,Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,BMD,-19.6867008209,44.541900634799994
5618,Maintirano Airport,Maintirano,Madagascar,MXT,-18.049999,44.033001
5619,Morafenobe Airport,Morafenobe,Madagascar,TVA,-17.850082999999998,44.920466999999995
5620,Tambohorano Airport,Tambohorano,Madagascar,WTA,-17.47610092163086,43.972801208496094
5621,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,WTS,-18.759677,46.054065
5622,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,WAM,-17.795378,48.442583
5623,Port Bergé Airport,Port Bergé,Madagascar,WPB,-15.584285999999999,47.623587
5624,Ambanja Airport,Ambanja,Madagascar,\N,-13.645705,48.459427000000005
5625,Soalala Airport,Soalala,Madagascar,DWB,-16.101689999999998,45.358837
5626,Mampikony Airport,Mampikony,Madagascar,WMP,-16.0722693402,47.644164562200004
5627,Nasa Shuttle Landing Facility Airport,Tsaratanana,Madagascar,\N,28.614999771118164,-80.69450378417969
5628,Mandritsara Airport,Mandritsara,Madagascar,WMA,-15.833048999999999,48.833284
5629,Manja Airport,Manja,Madagascar,MJA,-21.426105,44.316509
5630,Catumbela Airport,Catumbela,Angola,CBT,-12.4792,13.4869
5631,Dundo Airport,Dundo,Angola,DUE,-7.400889873504639,20.818500518798828
5632,Ngjiva Pereira Airport,Ondjiva,Angola,VPE,-17.0435009003,15.683799743700002
5633,Namibe Airport,Mocamedes,Angola,MSZ,-15.261199951171875,12.14680004119873
5634,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU,-1.1846100091933998,12.441300392151
5635,Mouilla Ville Airport,Mouila,Gabon,MJL,-1.8451399803161619,11.056699752807617
5636,Tchibanga Airport,Tchibanga,Gabon,TCH,-2.8499999046325684,11.017000198364258
5637,Chimoio Airport,Chimoio,Mozambique,VPY,-19.15130043029785,33.429000854492195
5639,Sarh Airport,Sarh,Chad,SRH,9.14444,18.374399
5640,Club Makokola Airport,Club Makokola,Malawi,CMK,-14.306900024414062,35.13249969482422
5641,Luderitz Airport,Luderitz,Namibia,LUD,-26.68740081787109,15.242899894714355
5642,Ondangwa Airport,Ondangwa,Namibia,OND,-17.878201,15.9526
5643,Oranjemund Airport,Oranjemund,Namibia,OMD,-28.5847,16.446699
5644,Swakopmund Airport,Swakopmund,Namibia,SWP,-22.66189956665,14.568099975586
5645,Eros Airport,Windhoek,Namibia,ERS,-22.612199783325195,17.080400466918945
5646,Boma Airport,Boma,Congo (Kinshasa),BOA,-5.8540000915527335,13.064000129699707
5647,Tshimpi Airport,Matadi,Congo (Kinshasa),MAT,-5.799610137939452,13.440400123596193
5648,Inongo Airport,Inongo,Congo (Kinshasa),INO,-1.9472199678421018,18.28580093383789
5649,Nioki Airport,Nioki,Congo (Kinshasa),NIO,-2.7174999713897705,17.68470001220703
5650,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ,-1.434999942779541,19.02400016784668
5651,Basankusu Airport,Basankusu,Congo (Kinshasa),BSU,1.2247200012207031,19.78890037536621
5652,Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH,-6.4383300000000006,20.794701
5653,Lodja Airport,Lodja,Congo (Kinshasa),LJA,-3.4170000553131104,23.45000076293945
5654,Ilebo Airport,Ilebo,Congo (Kinshasa),PFR,-4.329919,20.590124
5657,Outer Skerries Airport,Outer Skerries,United Kingdom,OUK,60.4252,-0.75
5659,La Gomera Airport,La Gomera,Spain,GMZ,28.029600143432614,-17.214599609375
5662,Sherbro International Airport,Bonthe,Sierra Leone,BTE,7.5324201583862305,-12.518899917602539
5663,Bo Airport,Bo,Sierra Leone,KBS,7.944399833679199,-11.76099967956543
5664,Kenema Airport,Kenema,Sierra Leone,KEN,7.8912901878356925,-11.176600456237793
5665,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,11.894800186157227,-15.65369987487793
5669,Smara Airport,Smara,Western Sahara,SMW,26.7318,-11.6847
5670,Dakhla Airport,Dakhla,Western Sahara,VIL,23.7183,-15.932
5671,Mogador Airport,Essadouira,Morocco,ESU,31.397499084499998,-9.6816701889
5672,Hassan I Airport,El Aaiún,Western Sahara,EUN,27.151699,-13.2192
5673,Nador International Airport,El Aroui,Morocco,NDR,34.988800048799995,-3.0282099247000005
5674,Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI,14.924500465393065,-23.49349975585937
5675,São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL,14.885000228900001,-24.479999542199998
5676,Baco Airport,Baco,Ethiopia,BCO,5.78287,36.562
5677,Beica Airport,Beica,Ethiopia,BEI,9.38638973236084,34.521900177001946
5678,Combolcha Airport,Dessie,Ethiopia,DSE,11.082500457763672,39.71139907836914
5679,Dembidollo Airport,Dembidollo,Ethiopia,DEM,8.553999900817871,34.85800170898437
5680,Gode Airport,Gode,Ethiopia,GDE,5.935130119319999,43.578601837200004
5681,Gore Airport,Gore,Ethiopia,GOR,8.1614,35.5529
5682,Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,6.734,44.252998
5683,Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,6.9571,35.5547
5684,Tippi Airport,Tippi,Ethiopia,TIE,7.2024,35.415
5685,Alula Airport,Alula,Somalia,ALU,11.9582,50.748000000000005
5686,Bosaso Airport,Bosaso,Somalia,BSA,11.27530002593994,49.14939880371094
5687,Aden Adde International Airport,Mogadishu,Somalia,MGQ,2.014440059661865,45.3046989440918
5688,Galcaio Airport,Galcaio,Somalia,GLK,6.78082990646,47.45470047
5689,Burao Airport,Burao,Somalia,BUO,9.5275,45.5549
5690,El Arish International Airport,El Arish,Egypt,AAC,31.073299408,33.8358001709
5691,Assiut International Airport,Asyut,Egypt,ATZ,27.0464992523,31.0119991302
5692,Amboseli Airport,Amboseli National Park,Kenya,ASV,-2.645050048828125,37.25310134887695
5693,Lokichoggio Airport,Lokichoggio,Kenya,LKG,4.20412015914917,34.348201751708984
5694,Malindi Airport,Malindi,Kenya,MYD,-3.2293100357055664,40.10169982910156
5695,Nanyuki Airport,Nanyuki,Kenya,NYK,-0.062398899346590035,37.04100799560547
5696,Gardabya Airport,Sirt,Libya,SRX,31.0634994507,16.5949993134
5697,Gamal Abdel Nasser Airport,Tobruk,Libya,TOB,31.861,23.906999999999996
5698,Mitiga Airport,Tripoli,Libya,MJI,32.894100189208984,13.276000022888185
5699,La Abraq Airport,Al Bayda',Libya,LAQ,32.78870010375977,21.96430015563965
5700,Atbara Airport,Atbara,Sudan,ATB,17.710344314575195,34.057018280029304
5701,Nyala Airport,Nyala,Sudan,UYL,12.053500175476074,24.95619964599609
5702,Port Sudan New International Airport,Port Sudan,Sudan,PZU,19.4335994720459,37.23410034179688
5703,Bukoba Airport,Bukoba,Tanzania,BKZ,-1.3319999999999999,31.8212
5704,Kigoma Airport,Kigoma,Tanzania,TKQ,-4.8862,29.6709
5705,Lindi Airport,Lindi,Tanzania,LDI,-9.85111,39.757801
5706,Musoma Airport,Musoma,Tanzania,MUZ,-1.5030000000000001,33.8021
5707,Shinyanga Airport,Shinyanga,Tanzania,SHY,-3.6093,33.5035
5708,Tabora Airport,Tabora,Tanzania,TBO,-5.076389789581299,32.833301544189446
5709,Arua Airport,Arua,Uganda,RUA,3.0499999523162837,30.91699981689453
